timeline,player_id,year,team_id,game_id,league_id,level_id,split_id,position,ab,h,k,pa,pitches_seen,g,gs,d,t,hr,r,rbi,sb,cs,bb,ibb,gdp,sh,sf,hp,ci,wpa,stint,ubr
0,1,1972,1,1,100,1,0,2,2,2,0,4,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.1307,0,0.0000
0,6,1972,1,1,100,1,0,6,3,2,0,3,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0183,0,0.0000
0,8,1972,1,1,100,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0834,0,0.0000
0,10,1972,1,1,100,1,0,1,3,1,0,3,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0907,0,0.0000
0,11,1972,1,1,100,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0724,0,0.0000
0,13,1972,1,1,100,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0543,0,0.0000
0,15,1972,1,1,100,1,0,9,3,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0541,0,0.0000
0,16,1972,1,1,100,1,0,5,3,0,1,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.1225,0,0.0000
0,17,1972,1,1,100,1,0,4,5,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1223,0,0.0000
0,19,1972,1,1,100,1,0,3,4,1,0,4,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0672,0,0.0000
0,21,1972,1,1,100,1,0,7,3,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.1135,0,0.0000
0,24,1972,1,1,100,1,0,8,3,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.0318,0,-0.0048
0,26,1972,2,1,100,1,0,9,4,2,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0828,0,0.0000
0,27,1972,2,1,100,1,0,5,4,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.1605,0,0.0000
0,29,1972,2,1,100,1,0,6,4,2,0,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0304,0,0.0000
0,31,1972,2,1,100,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.2338,0,0.0000
0,33,1972,2,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
0,34,1972,2,1,100,1,0,4,2,0,2,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0236,0,0.0000
0,38,1972,2,1,100,1,0,1,2,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131,0,0.0000
0,44,1972,2,1,100,1,0,8,4,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1307,0,0.0000
0,47,1972,2,1,100,1,0,3,4,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1225,0,0.0000
0,49,1972,2,1,100,1,0,7,3,2,0,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0556,0,-0.0450
0,50,1972,2,1,100,1,0,2,4,1,1,4,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.1741,0,0.0000
1,1,1972,1,1,100,1,0,2,3,1,0,4,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0897,0,0.0000
1,6,1972,1,1,100,1,0,6,3,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0649,0,0.0000
1,10,1972,1,1,100,1,0,1,3,0,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0752,0,0.0000
1,15,1972,1,1,100,1,0,9,4,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.1097,0,0.0000
1,16,1972,1,1,100,1,0,5,4,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0753,0,0.0000
1,17,1972,1,1,100,1,0,4,4,3,0,4,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0.1343,0,0.1372
1,19,1972,1,1,100,1,0,3,4,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1213,0,0.0000
1,21,1972,1,1,100,1,0,7,3,0,1,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0082,0,0.0000
1,24,1972,1,1,100,1,0,8,4,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0776,0,0.0000
1,26,1972,2,1,100,1,0,9,4,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138,0,0.0000
1,27,1972,2,1,100,1,0,5,4,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1237,0,0.0000
1,29,1972,2,1,100,1,0,6,4,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1189,0,0.0000
1,31,1972,2,1,100,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0980,0,0.0000
1,32,1972,2,1,100,1,0,0,2,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2245,0,0.0000
1,33,1972,2,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
1,34,1972,2,1,100,1,0,4,2,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0153,0,0.0000
1,38,1972,2,1,100,1,0,1,2,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0661,0,0.0000
1,44,1972,2,1,100,1,0,8,4,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.3011,0,0.0000
1,47,1972,2,1,100,1,0,3,2,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0641,0,0.0000
1,49,1972,2,1,100,1,0,7,3,0,0,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1108,0,0.0000
1,50,1972,2,1,100,1,0,2,3,1,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289,0,0.0000
2,1,1972,1,1,100,1,0,2,3,1,0,4,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.0373,0,0.3268
2,3,1972,1,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
2,6,1972,1,1,100,1,0,6,4,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0704,0,0.0000
2,8,1972,1,1,100,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175,0,0.0000
2,10,1972,1,1,100,1,0,1,3,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1036,0,0.0000
2,15,1972,1,1,100,1,0,9,4,1,1,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0310,0,0.0000
2,16,1972,1,1,100,1,0,5,4,1,0,4,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0861,0,-0.2931
2,17,1972,1,1,100,1,0,4,4,0,1,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.0298,0,0.0000
2,19,1972,1,1,100,1,0,3,5,1,3,5,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0622,0,0.0000
2,21,1972,1,1,100,1,0,7,3,0,1,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0035,0,0.0000
2,24,1972,1,1,100,1,0,8,4,2,0,5,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0.0783,0,0.0000
2,26,1972,2,1,100,1,0,9,4,1,0,4,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.1454,0,0.0000
2,27,1972,2,1,100,1,0,5,3,0,0,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.0667,0,0.0000
2,29,1972,2,1,100,1,0,6,4,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101,0,0.0000
2,31,1972,2,1,100,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0447,0,0.0000
2,32,1972,2,1,100,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0702,0,0.0000
2,33,1972,2,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
2,34,1972,2,1,100,1,0,4,3,2,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571,0,0.0080
2,38,1972,2,1,100,1,0,1,2,1,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0506,0,0.0000
2,44,1972,2,1,100,1,0,8,4,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.2223,0,0.0000
2,47,1972,2,1,100,1,0,3,3,1,0,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0269,0,0.0000
2,49,1972,2,1,100,1,0,7,4,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0802,0,0.0000
2,50,1972,2,1,100,1,0,2,4,1,0,4,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0430,0,0.3411
3,1,1972,1,1,100,1,0,2,6,1,0,7,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-0.2756,0,0.0015
3,3,1972,1,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
3,4,1972,1,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
3,6,1972,1,1,100,1,0,6,6,1,2,6,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.0746,0,0.0000
3,8,1972,1,1,100,1,0,9,3,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1377,0,0.0000
3,10,1972,1,1,100,1,0,1,2,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0719,0,0.0000
3,11,1972,1,1,100,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0591,0,0.0000
3,12,1972,1,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
3,13,1972,1,1,100,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0324,0,0.0000
3,15,1972,1,1,100,1,0,9,4,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0621,0,-0.0015
3,16,1972,1,1,100,1,0,5,7,1,2,7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0233,0,0.0000
3,17,1972,1,1,100,1,0,4,6,0,1,7,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-0.1484,0,0.0000
3,19,1972,1,1,100,1,0,3,7,2,5,7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.2630,0,0.0000
3,21,1972,1,1,100,1,0,7,7,1,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1087,0,0.0000
3,23,1972,1,1,100,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0328,0,0.0000
3,24,1972,1,1,100,1,0,8,4,4,0,7,0,1,1,0,0,0,2,0,2,0,3,0,0,0,0,0,0,0.3897,0,0.3409
3,26,1972,2,1,100,1,0,9,6,2,0,7,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0632,0,-0.0369
3,27,1972,2,1,100,1,0,5,7,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4616,0,0.0000
3,28,1972,2,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
3,29,1972,2,1,100,1,0,6,7,2,0,7,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0360,0,0.0000
3,31,1972,2,1,100,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0463,0,0.0000
3,32,1972,2,1,100,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0750,0,0.0000
3,33,1972,2,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
3,34,1972,2,1,100,1,0,4,6,0,2,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3139,0,0.0000
3,37,1972,2,1,100,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0739,0,0.0000
3,38,1972,2,1,100,1,0,1,2,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0554,0,0.0000
3,44,1972,2,1,100,1,0,8,5,1,1,6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.1745,0,0.0000
3,47,1972,2,1,100,1,0,3,6,0,1,7,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.3782,0,0.0000
3,48,1972,2,1,100,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0337,0,0.0000
3,49,1972,2,1,100,1,0,7,6,2,1,7,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0.2121,0,0.0000
3,50,1972,2,1,100,1,0,2,3,0,3,6,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.0344,0,0.0000
4,1,1972,1,1,100,1,0,2,3,1,0,4,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1146,0,0.0000
4,6,1972,1,1,100,1,0,6,2,0,2,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0379,0,0.0000
4,8,1972,1,1,100,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0362,0,0.0000
4,10,1972,1,1,100,1,0,1,2,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0477,0,0.0000
4,11,1972,1,1,100,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1280,0,0.0000
4,12,1972,1,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
4,15,1972,1,1,100,1,0,9,3,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0623,0,0.0000
4,16,1972,1,1,100,1,0,5,4,0,3,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2729,0,0.0000
4,17,1972,1,1,100,1,0,4,3,2,0,4,0,1,1,0,0,1,1,1,3,0,1,0,0,0,0,0,0,0.2896,0,0.2485
4,19,1972,1,1,100,1,0,3,3,1,0,4,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0119,0,0.0000
4,21,1972,1,1,100,1,0,7,4,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1708,0,0.0000
4,24,1972,1,1,100,1,0,8,4,0,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1362,0,0.0000
4,26,1972,2,1,100,1,0,9,5,1,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256,0,0.0000
4,27,1972,2,1,100,1,0,5,2,0,1,4,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.0078,0,0.0170
4,29,1972,2,1,100,1,0,6,4,1,0,5,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.0626,0,-0.0313
4,32,1972,2,1,100,1,0,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0071,0,0.0053
4,33,1972,2,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
4,34,1972,2,1,100,1,0,4,4,2,0,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0811,0,0.0000
4,38,1972,2,1,100,1,0,1,2,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0930,0,0.0000
4,44,1972,2,1,100,1,0,8,4,1,1,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0387,0,0.0000
4,47,1972,2,1,100,1,0,3,2,0,2,4,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,-0.0583,0,0.0000
4,49,1972,2,1,100,1,0,7,3,2,0,4,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0.0324,0,0.2261
4,50,1972,2,1,100,1,0,2,4,1,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0502,0,0.0000
5,1,1972,1,1,100,1,0,2,1,0,0,4,0,1,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0.0372,0,0.0000
5,3,1972,1,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
5,6,1972,1,1,100,1,0,6,4,1,0,4,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.1770,0,0.0000
5,8,1972,1,1,100,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0417,0,0.0000
5,10,1972,1,1,100,1,0,1,2,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279,0,-0.0072
5,11,1972,1,1,100,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
5,12,1972,1,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
5,15,1972,1,1,100,1,0,9,4,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1611,0,0.0000
5,16,1972,1,1,100,1,0,5,4,0,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1751,0,0.0000
5,17,1972,1,1,100,1,0,4,4,1,0,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0265,0,0.0000
5,19,1972,1,1,100,1,0,3,3,0,0,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0766,0,0.0000
5,21,1972,1,1,100,1,0,7,4,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1163,0,0.0000
5,24,1972,1,1,100,1,0,8,4,1,1,4,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.1815,0,0.0000
5,26,1972,2,1,100,1,0,9,4,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.1634,0,0.0613
5,27,1972,2,1,100,1,0,5,4,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1659,0,0.0000
5,29,1972,2,1,100,1,0,6,4,2,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843,0,0.0000
5,31,1972,2,1,100,1,0,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0893,0,-0.0529
5,32,1972,2,1,100,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0738,0,0.2211
5,33,1972,2,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
5,34,1972,2,1,100,1,0,4,4,2,1,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3474,0,0.0000
5,37,1972,2,1,100,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736,0,0.0015
5,38,1972,2,1,100,1,0,1,2,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0297,0,0.0000
5,44,1972,2,1,100,1,0,8,4,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0264,0,0.0000
5,47,1972,2,1,100,1,0,3,2,0,0,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.0015,0,0.2612
5,49,1972,2,1,100,1,0,7,3,1,1,4,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.2825,0,0.0000
5,50,1972,2,1,100,1,0,2,2,0,1,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.0467,0,0.0000
6,1,1972,1,1,100,1,0,2,4,0,1,5,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-0.0821,0,0.0000
6,3,1972,1,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
6,6,1972,1,1,100,1,0,6,4,1,1,5,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0212,0,0.0000
6,8,1972,1,1,100,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0462,0,0.0000
6,10,1972,1,1,100,1,0,1,2,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0980,0,0.0000
6,11,1972,1,1,100,1,0,3,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0375,0,0.0000
6,12,1972,1,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
6,15,1972,1,1,100,1,0,9,5,2,1,5,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0.2288,0,0.0415
6,16,1972,1,1,100,1,0,5,4,1,2,5,0,1,1,0,0,1,2,1,0,0,1,0,1,0,0,0,0,0.0528,0,0.3930
6,17,1972,1,1,100,1,0,4,6,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1840,0,0.0000
6,19,1972,1,1,100,1,0,3,3,2,0,4,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0.1206,0,0.0000
6,21,1972,1,1,100,1,0,7,5,0,2,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1812,0,0.0000
6,24,1972,1,1,100,1,0,8,5,0,1,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1703,0,0.0000
6,26,1972,2,1,100,1,0,9,6,1,1,6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2069,0,0.0000
6,27,1972,2,1,100,1,0,5,5,1,0,5,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.2012,0,0.0000
6,28,1972,2,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
6,29,1972,2,1,100,1,0,6,6,1,1,6,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0185,0,0.0000
6,31,1972,2,1,100,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0463,0,0.0000
6,32,1972,2,1,100,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0280,0,0.0000
