timeline,player_id,year,team_id,game_id,league_id,level_id,split_id,position,ab,h,k,pa,pitches_seen,g,gs,d,t,hr,r,rbi,sb,cs,bb,ibb,gdp,sh,sf,hp,ci,wpa,stint,ubr
29,3,1972,1,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
29,4,1972,1,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
29,6,1972,1,1,100,1,0,6,5,1,0,6,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,-0.0078,0,0.0000
29,8,1972,1,1,100,1,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,-0.0109,0,0.0000
29,10,1972,1,1,100,1,0,1,3,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1301,0,0.0000
29,11,1972,1,1,100,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1107,0,0.0000
29,12,1972,1,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
29,13,1972,1,1,100,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1822,0,0.0000
29,15,1972,1,1,100,1,0,9,3,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0697,0,0.0000
29,16,1972,1,1,100,1,0,5,4,2,0,7,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.2702,0,0.1366
29,17,1972,1,1,100,1,0,4,5,0,0,7,0,1,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,-0.2126,0,0.0016
29,19,1972,1,1,100,1,0,3,7,0,2,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4434,0,0.0000
29,21,1972,1,1,100,1,0,7,7,3,0,7,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2764,0,0.0000
29,23,1972,1,1,100,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1427,0,0.0000
29,24,1972,1,1,100,1,0,8,7,3,2,7,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.1879,0,0.0000
29,26,1972,2,1,100,1,0,9,5,1,0,6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.1981,0,0.0092
29,27,1972,2,1,100,1,0,5,6,0,1,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3130,0,0.0000
29,28,1972,2,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
29,29,1972,2,1,100,1,0,6,4,1,0,6,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,-0.1417,0,0.0000
29,31,1972,2,1,100,1,0,2,2,1,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0470,0,0.0000
29,32,1972,2,1,100,1,0,0,2,1,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.1612,0,-0.0235
29,33,1972,2,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
29,34,1972,2,1,100,1,0,4,5,0,1,6,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.3342,0,0.0000
29,37,1972,2,1,100,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0738,0,0.0000
29,38,1972,2,1,100,1,0,1,2,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0433,0,0.0000
29,44,1972,2,1,100,1,0,8,5,0,1,6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.2655,0,-0.0015
29,47,1972,2,1,100,1,0,3,3,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0610,0,0.0000
29,48,1972,2,1,100,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,-0.0900,0,0.0000
29,49,1972,2,1,100,1,0,7,5,1,0,6,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-0.1716,0,0.0000
29,50,1972,2,1,100,1,0,2,3,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0672,0,0.0000
30,1,1972,1,1,100,1,0,2,3,2,0,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0847,0,0.0000
30,6,1972,1,1,100,1,0,6,4,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0044,0,0.0067
30,8,1972,1,1,100,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0405,0,-0.0193
30,10,1972,1,1,100,1,0,1,2,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0339,0,0.0000
30,11,1972,1,1,100,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0543,0,0.0000
30,12,1972,1,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
30,13,1972,1,1,100,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0661,0,0.0000
30,15,1972,1,1,100,1,0,9,3,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0294,0,0.0000
30,16,1972,1,1,100,1,0,5,4,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-0.3753,0,0.0000
30,17,1972,1,1,100,1,0,4,5,1,0,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.1134,0,0.0000
30,19,1972,1,1,100,1,0,3,4,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0989,0,0.0016
30,21,1972,1,1,100,1,0,7,4,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1082,0,0.0000
30,23,1972,1,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
30,24,1972,1,1,100,1,0,8,3,2,0,4,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0027,0,0.0017
30,26,1972,2,1,100,1,0,9,3,0,0,4,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0318,0,0.0000
30,27,1972,2,1,100,1,0,5,3,0,0,4,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0011,0,-0.0388
30,29,1972,2,1,100,1,0,6,3,0,0,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0762,0,0.0000
30,33,1972,2,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
30,34,1972,2,1,100,1,0,4,2,0,1,3,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.0634,0,0.0000
30,38,1972,2,1,100,1,0,1,2,0,0,3,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.1873,0,0.0000
30,44,1972,2,1,100,1,0,8,3,0,3,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0136,0,0.0000
30,47,1972,2,1,100,1,0,3,3,0,0,4,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0911,0,0.0000
30,49,1972,2,1,100,1,0,7,4,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0570,0,0.0000
30,50,1972,2,1,100,1,0,2,3,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0943,0,0.0000
31,1,1972,1,1,100,1,0,2,6,2,1,7,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,-0.1555,0,0.0000
31,3,1972,1,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
31,4,1972,1,1,100,1,0,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0800,0,0.0000
31,6,1972,1,1,100,1,0,6,7,1,1,7,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.3076,0,0.0000
31,8,1972,1,1,100,1,0,9,4,1,2,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1989,0,0.0000
31,10,1972,1,1,100,1,0,1,1,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0104,0,0.0000
31,11,1972,1,1,100,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.1866,0,0.0000
31,12,1972,1,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
31,13,1972,1,1,100,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0766,0,0.0000
31,15,1972,1,1,100,1,0,9,3,1,0,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0117,0,0.0000
31,16,1972,1,1,100,1,0,5,7,3,2,7,0,1,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,-0.0659,0,0.0000
31,17,1972,1,1,100,1,0,4,5,0,0,8,0,1,1,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0.0364,0,0.0000
31,19,1972,1,1,100,1,0,3,7,1,3,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2192,0,0.0000
31,21,1972,1,1,100,1,0,7,7,2,0,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0378,0,0.0000
31,22,1972,1,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
31,23,1972,1,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
31,24,1972,1,1,100,1,0,8,7,3,0,7,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.1164,0,0.0000
31,26,1972,2,1,100,1,0,9,5,0,1,6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.0558,0,0.0054
31,27,1972,2,1,100,1,0,5,6,1,1,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.1936,0,0.0000
31,28,1972,2,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
31,29,1972,2,1,100,1,0,6,6,1,1,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1561,0,0.0000
31,31,1972,2,1,100,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.2090,0,0.0000
31,32,1972,2,1,100,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471,0,0.0000
31,33,1972,2,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
31,34,1972,2,1,100,1,0,4,4,0,1,6,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,-0.1571,0,0.0000
31,38,1972,2,1,100,1,0,1,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.0203,0,0.0000
31,44,1972,2,1,100,1,0,8,5,0,2,6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.1863,0,0.0000
31,47,1972,2,1,100,1,0,3,6,1,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2087,0,0.0000
31,48,1972,2,1,100,1,0,0,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1062,0,0.0000
31,49,1972,2,1,100,1,0,7,6,2,0,6,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0296,0,0.0000
31,50,1972,2,1,100,1,0,2,6,2,0,6,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0201,0,0.0000
32,1,1972,1,1,100,1,0,2,3,1,1,4,0,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0.0512,0,0.0000
32,3,1972,1,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
32,6,1972,1,1,100,1,0,6,3,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0583,0,-0.0128
32,8,1972,1,1,100,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0582,0,0.0000
32,10,1972,1,1,100,1,0,1,2,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0553,0,0.0000
32,11,1972,1,1,100,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0835,0,0.0000
32,12,1972,1,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
32,15,1972,1,1,100,1,0,9,4,0,3,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1949,0,0.0000
32,16,1972,1,1,100,1,0,5,4,0,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1322,0,0.0000
32,17,1972,1,1,100,1,0,4,4,1,0,5,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.1132,0,-0.0482
32,19,1972,1,1,100,1,0,3,4,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0270,0,0.0000
32,21,1972,1,1,100,1,0,7,4,2,1,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0890,0,-0.0146
32,23,1972,1,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
32,24,1972,1,1,100,1,0,8,4,1,1,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0438,0,0.0000
32,26,1972,2,1,100,1,0,9,4,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0516,0,-0.0233
32,27,1972,2,1,100,1,0,5,3,2,0,4,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0318,0,0.1859
32,28,1972,2,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
32,29,1972,2,1,100,1,0,6,5,1,0,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.2982,0,0.0000
32,31,1972,2,1,100,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0201,0,0.0000
32,32,1972,2,1,100,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0738,0,0.1251
32,33,1972,2,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
32,34,1972,2,1,100,1,0,4,4,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1642,0,0.0000
32,37,1972,2,1,100,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2105,0,0.0170
32,38,1972,2,1,100,1,0,1,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213,0,0.0000
32,44,1972,2,1,100,1,0,8,3,1,1,3,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0940,0,0.0000
32,47,1972,2,1,100,1,0,3,3,0,0,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0767,0,0.0170
32,49,1972,2,1,100,1,0,7,4,1,0,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0581,0,0.0000
32,50,1972,2,1,100,1,0,2,4,1,1,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1312,0,0.2261
33,1,1972,1,1,100,1,0,2,4,2,0,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0922,0,0.1251
33,3,1972,1,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
33,6,1972,1,1,100,1,0,6,2,0,0,3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0446,0,0.0000
33,8,1972,1,1,100,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0985,0,0.0000
33,10,1972,1,1,100,1,0,1,2,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423,0,0.0000
33,15,1972,1,1,100,1,0,9,3,1,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762,0,0.0000
33,16,1972,1,1,100,1,0,5,4,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.1301,0,0.0000
33,17,1972,1,1,100,1,0,4,4,1,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397,0,0.0000
33,19,1972,1,1,100,1,0,3,4,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1268,0,0.0000
33,21,1972,1,1,100,1,0,7,3,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0871,0,0.0000
33,24,1972,1,1,100,1,0,8,4,0,2,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.3650,0,0.0000
33,26,1972,2,1,100,1,0,9,4,1,0,4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0482,0,0.0000
33,27,1972,2,1,100,1,0,5,4,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.0842,0,0.0000
33,28,1972,2,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
33,29,1972,2,1,100,1,0,6,3,0,0,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.0199,0,0.0000
33,31,1972,2,1,100,1,0,2,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0.2620,0,0.0000
33,33,1972,2,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
33,34,1972,2,1,100,1,0,4,3,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0806,0,0.0000
33,38,1972,2,1,100,1,0,1,2,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0433,0,0.0000
33,44,1972,2,1,100,1,0,8,3,2,0,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722,0,0.0000
33,47,1972,2,1,100,1,0,3,3,0,0,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0230,0,0.0000
33,49,1972,2,1,100,1,0,7,3,0,1,4,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-0.0482,0,0.0000
33,50,1972,2,1,100,1,0,2,3,0,0,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.0393,0,0.0000
34,1,1972,1,1,100,1,0,2,5,2,1,6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0673,0,0.0000
34,3,1972,1,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
34,4,1972,1,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
34,6,1972,1,1,100,1,0,6,5,1,1,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2620,0,0.0834
34,8,1972,1,1,100,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0584,0,0.0015
34,10,1972,1,1,100,1,0,1,2,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174,0,0.0000
34,11,1972,1,1,100,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0591,0,0.0000
34,12,1972,1,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
34,13,1972,1,1,100,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1177,0,0.0000
34,15,1972,1,1,100,1,0,9,5,2,2,5,0,1,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0.0950,0,0.2567
34,16,1972,1,1,100,1,0,5,4,2,1,6,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.1784,0,0.0000
34,17,1972,1,1,100,1,0,4,5,1,1,6,0,1,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0.1613,0,0.0000
34,19,1972,1,1,100,1,0,3,6,2,2,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1276,0,0.0022
34,21,1972,1,1,100,1,0,7,4,0,0,6,0,1,1,0,0,0,2,0,0,0,2,1,0,0,0,0,0,-0.0127,0,-0.0241
34,22,1972,1,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
34,23,1972,1,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
34,24,1972,1,1,100,1,0,8,6,1,1,6,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-0.1212,0,0.4936
34,26,1972,2,1,100,1,0,9,6,3,0,6,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.2589,0,0.5617
34,27,1972,2,1,100,1,0,5,4,2,0,6,0,1,1,0,0,1,1,1,0,0,2,0,0,0,0,0,0,-0.0298,0,0.0015
34,28,1972,2,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
34,29,1972,2,1,100,1,0,6,6,2,1,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.0995,0,-0.0053
34,31,1972,2,1,100,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0360,0,0.0000
34,32,1972,2,1,100,1,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.0973,0,0.0000
34,33,1972,2,1,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0000,0,0.0000
34,34,1972,2,1,100,1,0,4,5,1,2,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1085,0,0.0000
34,38,1972,2,1,100,1,0,1,3,0,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0569,0,0.0000
34,44,1972,2,1,100,1,0,8,5,1,1,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1647,0,0.0000
34,47,1972,2,1,100,1,0,3,3,1,0,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0398,0,0.0000
34,48,1972,2,1,100,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1338,0,0.1568
34,49,1972,2,1,100,1,0,7,5,1,0,6,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0.0463,0,0.2279
34,50,1972,2,1,100,1,0,2,5,0,3,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2034,0,0.0000