timeline,player_id,year,team_id,game_id,league_id,level_id,split_id,ip,ab,tb,ha,k,bf,rs,bb,r,er,gb,fb,pi,ipf,g,gs,w,l,s,sa,da,sh,sf,ta,hra,bk,ci,iw,wp,hp,gf,dp,qs,svo,bs,ra,cg,sho,sb,cs,hld,ir,irs,wpa,li,stint,outs
0,10,1972,1,1,100,1,21,8,32,0,10,4,34,2,1,3,3,9,9,117,0,1,1,0,1,0,8,0,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.1126,36.9000,0,24
0,33,1972,2,1,100,1,21,2,5,0,0,3,7,0,1,0,0,2,1,28,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.2820,15.0000,0,6
0,38,1972,2,1,100,1,21,7,27,0,6,2,30,3,2,2,2,8,11,84,0,1,1,1,0,0,3,2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0654,22.9000,0,21
1,10,1972,1,1,100,1,21,9,31,0,4,7,33,1,1,0,0,6,13,118,0,1,1,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0.8580,69.2000,0,27
1,33,1972,2,1,100,1,21,1,3,0,0,3,3,0,0,0,0,0,0,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0380,1.7000,0,3
1,38,1972,2,1,100,1,21,8,29,0,6,5,31,0,2,1,1,6,11,117,0,1,1,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0.2801,31.1000,0,24
2,3,1972,1,1,100,1,21,1,3,0,0,0,3,0,0,0,0,2,1,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.1996,8.3000,0,3
2,10,1972,1,1,100,1,21,8,30,0,7,2,32,3,1,2,1,14,6,99,0,1,1,1,0,0,5,2,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0.3485,43.8000,0,24
2,33,1972,2,1,100,1,21,2,8,0,0,0,8,0,0,0,0,4,2,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0898,6.6000,0,6
2,38,1972,2,1,100,1,21,7,27,0,7,7,31,2,2,3,3,9,4,120,0,1,1,0,1,0,3,4,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.0817,37.5000,0,21
3,3,1972,1,1,100,1,21,2,9,0,1,2,9,0,0,0,0,1,5,27,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.3835,21.3000,0,8
3,4,1972,1,1,100,1,21,1,4,0,1,0,4,0,0,0,0,2,1,13,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0.3333,24.2000,0,3
3,10,1972,1,1,100,1,21,7,25,0,3,6,29,1,4,1,1,11,5,110,1,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2594,36.0000,0,22
3,12,1972,1,1,100,1,21,2,6,0,0,2,8,0,2,0,0,3,1,29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2754,15.8000,0,6
3,23,1972,1,1,100,1,21,2,8,0,2,1,9,0,1,0,0,2,3,32,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.1417,26.0000,0,6
3,28,1972,2,1,100,1,21,2,6,0,0,2,7,0,1,0,0,3,1,27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2754,15.5000,0,6
3,33,1972,2,1,100,1,21,3,11,0,2,4,11,0,0,0,0,2,3,43,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3774,21.3000,0,9
3,38,1972,2,1,100,1,21,7,28,0,7,5,31,1,2,1,1,8,8,107,0,1,1,0,0,0,7,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0.2255,38.6000,0,21
3,48,1972,2,1,100,1,21,3,10,0,1,2,12,0,2,1,1,4,3,36,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,-0.0250,27.1000,0,9
4,10,1972,1,1,100,1,21,7,26,0,7,5,33,1,5,2,2,9,7,115,0,1,1,0,1,0,5,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0920,31.8000,0,21
4,12,1972,1,1,100,1,21,1,5,0,1,1,5,0,0,0,0,0,2,16,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0307,3.1000,0,3
4,33,1972,2,1,100,1,21,1,6,0,1,2,6,0,0,0,0,2,1,22,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.2276,17.9000,0,5
4,38,1972,2,1,100,1,21,7,24,0,3,7,28,2,4,1,1,2,12,93,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0.3550,32.6000,0,22
5,3,1972,1,1,100,1,21,1,9,0,4,0,9,0,0,2,2,3,1,24,1,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,-0.2685,32.1000,0,4
5,10,1972,1,1,100,1,21,7,22,0,3,6,25,2,2,1,1,6,8,104,0,1,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.2208,20.1000,0,21
5,12,1972,1,1,100,1,21,0,1,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,-0.2910,4.3000,0,0
5,33,1972,2,1,100,1,21,1,6,0,1,1,8,0,2,1,1,2,2,40,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.1062,11.4000,0,5
5,38,1972,2,1,100,1,21,7,25,0,3,4,27,1,2,1,1,14,4,120,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.2276,34.8000,0,22
6,3,1972,1,1,100,1,21,1,5,0,1,0,6,0,0,1,1,3,1,21,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,-0.1994,17.5000,0,4
6,10,1972,1,1,100,1,21,7,25,0,3,5,31,3,4,2,2,8,9,104,2,1,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.2023,38.2000,0,23
6,12,1972,1,1,100,1,21,2,9,0,2,2,11,0,2,1,1,2,3,38,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.0868,29.5000,0,7
6,28,1972,2,1,100,1,21,1,3,0,0,0,3,0,0,0,0,1,2,9,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.1377,5.7000,0,3
6,33,1972,2,1,100,1,21,2,6,0,0,3,6,0,0,0,0,1,2,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2754,11.4000,0,6
6,38,1972,2,1,100,1,21,9,32,0,7,6,37,3,4,3,3,8,12,117,0,1,1,0,0,0,4,2,1,0,0,1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-0.0371,37.2000,0,27
7,10,1972,1,1,100,1,21,8,35,0,12,7,39,3,2,4,4,9,8,139,1,1,1,0,1,0,11,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,-0.4664,57.5000,0,25
7,38,1972,2,1,100,1,21,9,33,0,8,5,35,4,1,3,3,10,11,113,0,1,1,1,0,0,5,1,0,1,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.0064,48.5000,0,27
8,10,1972,1,1,100,1,21,9,29,0,3,9,31,2,1,1,1,12,6,111,0,1,1,1,0,0,2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.6975,50.7000,0,27
8,33,1972,2,1,100,1,21,1,3,0,0,1,3,0,0,0,0,1,1,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0380,1.7000,0,3
8,38,1972,2,1,100,1,21,8,27,0,5,4,28,1,1,2,1,8,9,105,0,1,1,0,1,0,3,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0.1195,23.5000,0,24
9,10,1972,1,1,100,1,21,8,34,0,10,2,37,3,1,4,3,12,11,108,1,1,1,0,1,0,7,2,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,-0.2919,58.8000,0,25
9,38,1972,2,1,100,1,21,9,31,0,7,6,34,4,1,3,3,11,9,118,0,1,1,1,0,0,4,1,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0.1681,39.9000,0,27
10,10,1972,1,1,100,1,21,9,33,0,7,10,36,3,3,2,2,5,11,135,0,1,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0.4198,50.2000,0,27
10,38,1972,2,1,100,1,21,9,39,0,10,5,42,2,3,3,3,13,9,155,0,1,1,0,1,0,7,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.1202,65.2000,0,27
11,3,1972,1,1,100,1,21,3,9,0,0,2,9,0,0,0,0,5,2,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4132,17.1000,0,9
11,10,1972,1,1,100,1,21,8,27,0,3,10,34,3,6,3,3,4,10,155,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0998,35.3000,0,24
11,12,1972,1,1,100,1,21,2,6,0,0,2,8,0,2,0,0,1,3,43,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.2017,17.6000,0,6
11,23,1972,1,1,100,1,21,2,5,0,0,0,5,0,0,0,0,4,1,14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0.4111,12.9000,0,6
11,28,1972,2,1,100,1,21,3,12,0,3,4,14,0,2,1,1,2,3,51,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.0250,33.1000,0,9
11,33,1972,2,1,100,1,21,3,9,0,0,3,9,0,0,0,0,2,4,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4132,17.1000,0,9
11,38,1972,2,1,100,1,21,9,36,0,8,7,38,3,2,3,2,10,9,161,0,1,1,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0.1975,56.3000,0,27
12,10,1972,1,1,100,1,21,8,29,0,5,8,35,4,4,5,1,9,6,135,0,1,1,0,1,0,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,-0.4924,59.1000,0,24
12,38,1972,2,1,100,1,21,9,34,0,8,4,38,5,3,4,4,10,12,127,0,1,1,1,0,0,5,0,1,0,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.0324,49.4000,0,27
13,10,1972,1,1,100,1,21,6,27,0,10,6,29,2,1,5,4,6,5,97,0,1,1,0,1,0,9,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.2778,24.6000,0,18
13,23,1972,1,1,100,1,21,2,6,0,0,0,8,0,2,0,0,2,4,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0181,2.2000,0,6
13,38,1972,2,1,100,1,21,9,37,0,10,3,40,5,3,4,4,14,9,147,0,1,1,1,0,0,7,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.2003,53.6000,0,27
14,10,1972,1,1,100,1,21,8,34,0,11,3,36,3,2,4,4,10,10,116,0,1,1,0,1,0,8,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.2550,43.5000,0,24
14,38,1972,2,1,100,1,21,9,38,0,13,5,41,4,2,3,3,8,13,152,0,1,1,1,0,0,10,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0.2050,47.7000,0,27
15,10,1972,1,1,100,1,21,8,31,0,9,4,34,3,2,4,1,10,8,118,0,1,1,0,1,0,9,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,-0.2306,26.4000,0,24
15,38,1972,2,1,100,1,21,9,34,0,10,8,38,4,2,3,3,9,9,153,0,1,1,1,0,0,6,2,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.2294,49.4000,0,27
16,3,1972,1,1,100,1,21,1,4,0,2,1,4,0,0,0,0,1,0,13,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0137,1.4000,0,3
16,10,1972,1,1,100,1,21,6,27,0,9,3,29,0,2,6,6,7,8,105,2,1,1,0,0,0,6,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.0782,26.3000,0,20
16,12,1972,1,1,100,1,21,2,6,0,0,2,8,0,1,0,0,3,1,29,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0.3373,23.0000,0,6
16,23,1972,1,1,100,1,21,0,1,0,0,0,2,0,1,0,0,0,1,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0003,0.2000,0,1
16,28,1972,2,1,100,1,21,1,4,0,1,0,6,0,1,1,0,2,1,12,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.3004,15.2000,0,3
16,33,1972,2,1,100,1,21,0,1,0,0,0,1,0,0,0,0,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0625,2.4000,0,1
16,38,1972,2,1,100,1,21,8,36,0,10,5,39,6,3,6,3,7,13,162,2,1,1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-0.0290,42.5000,0,26
17,3,1972,1,1,100,1,21,1,3,0,0,0,3,0,0,0,0,1,2,16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0.1996,8.3000,0,3
17,10,1972,1,1,100,1,21,8,30,0,5,4,31,6,0,5,4,13,7,99,0,1,1,1,0,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1502,14.7000,0,24
17,33,1972,2,1,100,1,21,1,4,0,1,1,5,0,1,0,0,0,2,23,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0.0618,7.2000,0,3
17,38,1972,2,1,100,1,21,8,34,0,12,3,38,5,3,6,6,10,9,130,0,1,1,0,1,0,9,2,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.5525,50.3000,0,24
18,10,1972,1,1,100,1,21,8,31,0,10,5,35,3,2,4,4,8,10,122,0,1,1,0,1,0,6,3,1,1,0,1,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.1794,35.4000,0,24
18,38,1972,2,1,100,1,21,9,36,0,7,6,37,4,1,3,2,12,9,122,0,1,1,1,0,0,4,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.2806,53.3000,0,27
19,10,1972,1,1,100,1,21,9,32,0,5,10,34,4,2,3,3,7,10,123,0,1,1,1,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.4075,40.0000,0,27
19,38,1972,2,1,100,1,21,9,36,0,10,3,38,3,1,4,4,17,6,134,0,1,1,0,1,0,7,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-0.1325,41.7000,0,27
20,10,1972,1,1,100,1,21,8,29,0,6,3,32,1,2,2,1,9,11,128,0,1,1,0,1,0,5,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0.0157,37.0000,0,24
20,38,1972,2,1,100,1,21,9,30,0,6,8,33,2,1,1,1,9,9,118,0,1,1,1,0,0,3,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0.4757,38.6000,0,27
21,3,1972,1,1,100,1,21,1,5,0,3,0,6,0,0,1,1,1,2,18,0,1,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,-0.2313,11.9000,0,3
21,10,1972,1,1,100,1,21,7,27,0,6,2,28,2,1,2,2,7,12,95,0,1,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.1133,37.5000,0,21
21,33,1972,2,1,100,1,21,2,6,0,0,1,7,0,1,0,0,3,2,42,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.2637,13.8000,0,6
21,38,1972,2,1,100,1,21,7,24,0,3,6,26,2,2,2,2,6,9,104,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0783,24.4000,0,21
22,3,1972,1,1,100,1,21,2,6,0,0,1,6,0,0,0,0,2,3,22,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.3065,12.6000,0,6
